Autoridad,Año,Bloque,Destino,Expediente,Fecha_llegada,Fecha_salida,Motivo,Viaticos_Total_Dolar,Viaticos_Total_Pesos,Viaticos_dolar,Viaticos_euro,Viaticos_pesos,Duracion_viaje
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Jamaica,HSN 1320 2014,2014-03-31 00:00:00,2014-03-28 00:00:00,Confederación Parlamentaria de las Américas,800.0,6423.999999999999,800.0,0.0,0.0,3.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Panamá,HSN 1204 2014,2014-04-06 00:00:00,2014-04-03 00:00:00,PARLATINO,750.0,6022.499999999999,750.0,0.0,0.0,3.0
"MAYANS, José Miguel Ángel",2014,Frente para la Victoria,Uruguay,HSN 1569 2014,2014-04-08 00:00:00,2014-04-05 00:00:00,Reunión Extraordinaria MERCOSUR,561.4035087719298,4800.0,0.0,0.0,4800.0,3.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Bolivia,HSN 1521 2014,2014-04-09 00:00:00,2014-04-05 00:00:00,Conferencia Parlamentaria Internacional,935.6725146198828,8000.0,0.0,0.0,8000.0,4.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Bolivia,HSN 1521 2014,2014-04-09 00:00:00,2014-04-05 00:00:00,Conferencia Parlamentaria Internacional,935.6725146198828,8000.0,0.0,0.0,8000.0,4.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-06 00:00:00,Reunión Extraordinaria MERCOSUR,374.26900584795317,3200.0,0.0,0.0,3200.0,1.0
"GARCIA LARRABURU, Silvina Marcela",2014,Frente para la Victoria,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-06 00:00:00,Reunión Extraordinaria MERCOSUR,374.26900584795317,3200.0,0.0,0.0,3200.0,1.0
"RODRÍGUEZ SAÁ, Adolfo",2014,PJ de San Luis,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-06 00:00:00,Reunión Extraordinaria MERCOSUR,374.26900584795317,3200.0,0.0,0.0,3200.0,1.0
"GIMENEZ, Sandra Daniela",2014,Frente para la Victoria,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-07 00:00:00,Reunión Extraordinaria MERCOSUR,199.25280199252805,1600.0,0.0,0.0,1600.0,0.0
"GIUSTINIANI, Rubén Héctor",2014,Partido Socialista,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-07 00:00:00,Reunión Extraordinaria MERCOSUR,199.25280199252805,1600.0,0.0,0.0,1600.0,0.0
"MONTERO, Laura Gisela",2014,Unión Cívica Radical,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-07 00:00:00,Reunión Extraordinaria MERCOSUR,199.25280199252805,1600.0,0.0,0.0,1600.0,0.0
"ROLDAN, José María",2014,Frente para la Victoria,Uruguay,HSN 1569 2014,2014-04-07 00:00:00,2014-04-07 00:00:00,Reunión Extraordinaria MERCOSUR,199.25280199252805,1600.0,0.0,0.0,1600.0,0.0
"CABRAL, Salvador",2014,Frente para la Victoria,Uruguay,HSN 2038/2014,2014-04-28 00:00:00,2014-04-28 00:00:00,MERCOSUR,199.25280199252805,1600.0,0.0,0.0,1600.0,0.0
"ROLDAN, José María",2014,Frente para la Victoria,Cuba,HSN 2007 2014,2014-05-10 00:00:00,2014-05-04 00:00:00,Feria Internacional del Turismo,1400.0,11970.000000000002,1400.0,0.0,0.0,6.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Corea del Sur,HSN 2048 2014,2014-05-13 00:00:00,2014-05-05 00:00:00,Conferencia Mundial sobre Parlamento Electrónico,2100.0,16863.0,2100.0,0.0,0.0,8.0
"MAYANS, José Miguel Ángel",2014,Frente para la Victoria,Uruguay,HSN 2264 2014,2014-05-13 00:00:00,2014-05-11 00:00:00,MERCOSUR,561.4035087719298,4800.0,0.0,0.0,4800.0,2.0
"GIMENEZ, Sandra Daniela",2014,Frente para la Victoria,Uruguay,HSN 2264 2014,2014-05-12 00:00:00,2014-05-12 00:00:00,MERCOSUR,199.0049751243781,1600.0,0.0,0.0,1600.0,0.0
"MONTERO, Laura Gisela",2014,Unión Cívica Radical,Chile,HSN 2334 2014,2014-05-19 00:00:00,2014-05-18 00:00:00,MERCOSUR,376.7251461988303,3221.0,0.0,0.0,3221.0,1.0
"GARRAMUÑO, Jorge",2014,Movimiento Popular Fueguino,St. Maarten,HSN 2226 2014,2014-05-27 00:00:00,2014-05-20 00:00:00,PARLATINO,1400.0,11326.0,1400.0,0.0,0.0,7.0
"NEGRE DE ALONSO, Liliana Teresita",2014,PJ de San Luis,St. Maarten,HSN 2226 2014,2014-05-27 00:00:00,2014-05-21 00:00:00,PARLATINO,1400.0,11326.0,1400.0,0.0,0.0,6.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,St. Maarten,HSN 2226 2014,2014-05-25 00:00:00,2014-05-22 00:00:00,PARLATINO,800.0,6472.0,800.0,0.0,0.0,3.0
"LATORRE, Roxana",2014,Santa Fe Federal,Suiza,HSN 2512 2014,2014-06-06 00:00:00,2014-05-22 00:00:00,OIT,2933.2509270704572,23730.0,0.0,2100.0,0.0,15.0
"MORALES, Gerardo",2014,Unión Cívica Radical,Suiza,HSN 2357 2014,2014-06-17 00:00:00,2014-05-29 00:00:00,OIT,2929.6296296296296,23730.0,0.0,2100.0,0.0,19.0
"BERTONE, Rosana Andrea",2014,Frente para la Victoria,Suiza,HSN 2357 2014,2014-06-07 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,6.0
"DE LA ROSA, María Graciela",2014,Frente para la Victoria,Suiza,HSN 2357 2014,2014-06-07 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,6.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Panamá,HSN 2672 2014,2014-06-04 00:00:00,2014-06-01 00:00:00,Red Continental de Difusión Parlamentaria,1000.0,8550.0,1000.0,0.0,0.0,3.0
"GONZÁLEZ, Pablo Gerardo",2014,Frente para la Victoria,Suiza,HSN 2357 2014,2014-06-09 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,8.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Suiza,HSN 2357 2014,2014-06-10 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,9.0
"KUNATH, Sigrid Elisabeth",2014,Frente para la Victoria,Suiza,HSN 2357 2014,2014-06-10 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,9.0
"NEGRE DE ALONSO, Liliana Teresita",2014,PJ de San Luis,Suiza,HSN 2357 2014,2014-06-07 00:00:00,2014-06-01 00:00:00,OIT,2795.0877192982452,23898.0,0.0,2100.0,0.0,6.0
"IRRÁZABAL, Juan Manuel",2014,Frente para la Victoria,Irán,HSN 2456 2014,2014-06-09 00:00:00,2014-06-02 00:00:00,Aniversario Fallecimiento de Imam Khomeini,2100.0,17031.0,2100.0,0.0,0.0,7.0
"GIUSTINIANI, Rubén Héctor",2014,Partido Socialista,Suiza,HSN 2357 2014,2014-06-12 00:00:00,2014-06-04 00:00:00,OIT,2918.819188191881,23730.0,0.0,2100.0,0.0,8.0
"ARTAZA, Eugenio",2014,Unión Cívica Radical,Suiza,HSN 2357 2014,2014-06-13 00:00:00,2014-06-08 00:00:00,OIT,2395.7894736842104,20484.0,0.0,1800.0,0.0,5.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-08 00:00:00,MERCOSUR,378.7134502923976,3238.0,0.0,0.0,3238.0,1.0
"GODOY, Ruperto Eduardo",2014,Frente para la Victoria,Estados Unidos,HSN 2814 2014,2014-06-12 00:00:00,2014-06-08 00:00:00,Integrar Comitiva Oficial,1500.0,12825.000000000002,1500.0,0.0,0.0,4.0
"MAYANS, José Miguel Ángel",2014,Frente para la Victoria,Uruguay,HSN 2717 2014,2014-06-10 00:00:00,2014-06-08 00:00:00,MERCOSUR,568.0701754385965,4857.0,0.0,0.0,4857.0,2.0
"MORANDINI, Norma Elena",2014,Frente Cívico De La Provincia De Córdoba,Perú,HSN 2570 2014,2014-06-15 00:00:00,2014-06-08 00:00:00,PARLATINO,1400.0,11970.000000000002,1400.0,0.0,0.0,7.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-08 00:00:00,MERCOSUR,378.7134502923976,3238.0,0.0,0.0,3238.0,1.0
"FUENTES, Marcelo",2014,Frente para la Victoria,Estados Unidos,HSN 2814 2014,2014-06-13 00:00:00,2014-06-08 00:00:00,Integrar Comitiva Oficial,1800.0,15390.000000000002,1800.0,0.0,0.0,5.0
"RODRÍGUEZ SAÁ, Adolfo",2014,PJ de San Luis,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-08 00:00:00,MERCOSUR,378.7134502923976,3238.0,0.0,0.0,3238.0,1.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Chile,HSN 2727 2014,2014-06-11 00:00:00,2014-06-08 00:00:00,"Reunión ""Desafíos futuros para América Latina en Ciencia y Tecnología""",756.4912280701753,6468.0,0.0,0.0,6468.0,3.0
"ZAMORA, Gerardo",2014,Frente Cívico Por Santiago,Estados Unidos,HSN 2814 2014,2014-06-13 00:00:00,2014-06-08 00:00:00,Integrar Comitiva Oficial,1800.0,15390.000000000002,1800.0,0.0,0.0,5.0
"CIMADEVILLA, Mario Jorge",2014,Unión Cívica Radical,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-09 00:00:00,MERCOSUR,198.40686274509804,1619.0,0.0,0.0,1619.0,0.0
"GIMENEZ, Sandra Daniela",2014,Frente para la Victoria,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-09 00:00:00,MERCOSUR,198.40686274509804,1619.0,0.0,0.0,1619.0,0.0
"MONTERO, Laura Gisela",2014,Unión Cívica Radical,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-09 00:00:00,MERCOSUR,198.40686274509804,1619.0,0.0,0.0,1619.0,0.0
"PETCOFF NAIDENOFF, Luis Carlos",2014,Unión Cívica Radical,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-09 00:00:00,MERCOSUR,198.40686274509804,1619.0,0.0,0.0,1619.0,0.0
"ROLDAN, José María",2014,Frente para la Victoria,Uruguay,HSN 2717 2014,2014-06-09 00:00:00,2014-06-09 00:00:00,MERCOSUR,198.40686274509804,1619.0,0.0,0.0,1619.0,0.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Perú,HSN 2570 2014,2014-06-14 00:00:00,2014-06-10 00:00:00,PARLATINO,1000.0,8160.0,1000.0,0.0,0.0,4.0
"LINARES, Jaime",2014,Gen,Colombia,HSN 2867 2014,2014-06-17 00:00:00,2014-06-12 00:00:00,Misión de Observación Internacional,1200.0,9792.0,1200.0,0.0,0.0,5.0
"AGUIRRE, Hilda Clelia",2014,Frente para la Victoria,México,HSN 3010 2014,2014-06-27 00:00:00,2014-06-22 00:00:00,Encuentro Anual del Grupo de Mujeres Parlamentarias,1500.0,12825.000000000002,1500.0,0.0,0.0,5.0
"CIMADEVILLA, Mario Jorge",2014,Unión Cívica Radical,Estados Unidos,HSN 3037 2014,2014-06-28 00:00:00,2014-06-24 00:00:00,ONU,1500.0,12240.0,1500.0,0.0,0.0,4.0
"GODOY, Ruperto Eduardo",2014,Frente para la Victoria,Estados Unidos,HSN 3037 2014,2014-06-27 00:00:00,2014-06-24 00:00:00,ONU,1200.0,9792.0,1200.0,0.0,0.0,3.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Estados Unidos,HSN 3037 2014,2014-06-27 00:00:00,2014-06-24 00:00:00,ONU,1200.0,9792.0,1200.0,0.0,0.0,3.0
"DE LA ROSA, María Graciela",2014,Frente para la Victoria,República Dominicana,HSN 3011 2014,2014-06-30 00:00:00,2014-06-25 00:00:00,PARLATINO,1000.0,8160.0,1000.0,0.0,0.0,5.0
"GIUSTINIANI, Rubén Héctor",2014,Partido Socialista,Estados Unidos,HSN 3037 2014,2014-06-28 00:00:00,2014-06-25 00:00:00,ONU,1200.0,9792.0,1200.0,0.0,0.0,3.0
"KUNATH, Sigrid Elisabeth",2014,Frente para la Victoria,República Dominicana,HSN 2982 2014,2014-06-29 00:00:00,2014-06-25 00:00:00,PARLATINO,800.0,6528.0,800.0,0.0,0.0,4.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,República Dominicana,HSN 2982 2014,2014-06-30 00:00:00,2014-06-26 00:00:00,PARLATINO,800.0,6528.0,800.0,0.0,0.0,4.0
"NEGRE DE ALONSO, Liliana Teresita",2014,PJ de San Luis,España,HSN 2779 2014,2014-07-06 00:00:00,2014-07-02 00:00:00,Seminario Internacional por el Derecho a la Vida,1661.764705882353,13560.0,0.0,1200.0,0.0,4.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Panamá,HSN 3267 2014,2014-07-08 00:00:00,2014-07-04 00:00:00,PARLATINO,1000.0,8160.0,1000.0,0.0,0.0,4.0
"BERMEJO, Rolando Adolfo",2014,Frente para la Victoria,México,HSN 3107 2014,2014-07-12 00:00:00,2014-07-06 00:00:00,Foro Internacional de Vivienda,1750.0,14962.500000000002,1750.0,0.0,0.0,6.0
"CABRAL, Salvador",2014,Frente para la Victoria,Uruguay,HSN 3305 2014,2014-07-08 00:00:00,2014-07-06 00:00:00,MERCOSUR,380.7017543859649,3255.0,0.0,0.0,3255.0,2.0
"MAYANS, José Miguel Ángel",2014,Frente para la Victoria,Uruguay,HSN 3305 2014,2014-07-08 00:00:00,2014-07-06 00:00:00,MERCOSUR,570.9941520467836,4882.0,0.0,0.0,4882.0,2.0
"RODRÍGUEZ SAÁ, Adolfo",2014,PJ de San Luis,Uruguay,HSN 3305 2014,2014-07-07 00:00:00,2014-07-06 00:00:00,MERCOSUR,380.7017543859649,3255.0,0.0,0.0,3255.0,1.0
"ROLDAN, José María",2014,Frente para la Victoria,Uruguay,HSN 3305 2014,2014-07-07 00:00:00,2014-07-06 00:00:00,MERCOSUR,380.7017543859649,3255.0,0.0,0.0,3255.0,1.0
"GIUSTINIANI, Rubén Héctor",2014,Partido Socialista,Uruguay,HSN 3305 2014,2014-07-07 00:00:00,2014-07-07 00:00:00,MERCOSUR,199.38725490196083,1627.0,0.0,0.0,1627.0,0.0
"GODOY, Ruperto Eduardo",2014,Frente para la Victoria,Uruguay,HSN 3305 2014,2014-07-07 00:00:00,2014-07-07 00:00:00,MERCOSUR,199.38725490196083,1627.0,0.0,0.0,1627.0,0.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Uruguay,HSN 3305 2014,2014-07-08 00:00:00,2014-07-07 00:00:00,MERCOSUR,398.89705882352933,3255.0,0.0,0.0,3255.0,1.0
"ROZAS, Ángel",2014,Unión Cívica Radical,Uruguay,HSN 3305 2014,2014-07-10 00:00:00,2014-07-07 00:00:00,MERCOSUR,598.2843137254903,4882.0,0.0,0.0,4882.0,3.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Uruguay,HSN 3134 2014,2014-07-17 00:00:00,2014-07-14 00:00:00,Seminario para Parlamentarios de América Latina,799.0196078431372,6520.0,0.0,0.0,6520.0,3.0
"LINARES, Jaime",2014,Gen,Uruguay,HSN 3134 2014,2014-07-16 00:00:00,2014-07-14 00:00:00,Seminario para Parlamentarios de América Latina,599.2647058823529,4890.0,0.0,0.0,4890.0,2.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Uruguay,HSN 3134 2014,2014-07-16 00:00:00,2014-07-14 00:00:00,Seminario para Parlamentarios de América Latina,599.2647058823529,4890.0,0.0,0.0,4890.0,2.0
"BERTONE, Rosana Andrea",2014,Frente para la Victoria,Panamá,HSN 3504 2014,2014-07-27 00:00:00,2014-07-23 00:00:00,PARLATINO,1250.0,10225.0,1250.0,0.0,0.0,4.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Panamá,HSN 3504 2014,2014-07-26 00:00:00,2014-07-23 00:00:00,PARLATINO,750.0,6135.0,750.0,0.0,0.0,3.0
"RIOFRÍO, Marina Raquel",2014,Frente para la Victoria,Estados Unidos,HSN 3591 2014,2014-08-04 00:00:00,2014-07-23 00:00:00,Desarrollo de la Sociedad en el contexto de la Seguridad Internacional,2100.0,17178.0,2100.0,0.0,0.0,12.0
"GARRAMUÑO, Jorge",2014,Movimiento Popular Fueguino,Panamá,HSN 3504 2014,2014-08-01 00:00:00,2014-07-24 00:00:00,PARLATINO,1600.0,13088.0,1600.0,0.0,0.0,8.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Panamá,HSN 3504 2014,2014-07-27 00:00:00,2014-07-24 00:00:00,PARLATINO,1000.0,8180.0,1000.0,0.0,0.0,3.0
"PERSICO, Daniel Raúl",2014,Frente para la Victoria,Colombia,HSN 3826 2014,2014-08-08 00:00:00,2014-08-06 00:00:00,Asunción del presidente de Colombia,600.0,4956.0,600.0,0.0,0.0,2.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Colombia,HSN 3826 2014,2014-08-08 00:00:00,2014-08-06 00:00:00,Asunción del presidente de Colombia,600.0,4956.0,600.0,0.0,0.0,2.0
"CREXELL, Carmen Lucila",2014,Movimiento Popular Neuquino,México,HSN 3868 2014,2014-08-18 00:00:00,2014-08-09 00:00:00,Reunión Interparlamentaria México-Argentina,1250.0,10687.5,1250.0,0.0,0.0,9.0
"GONZÁLEZ, Pablo Gerardo",2014,Frente para la Victoria,México,HSN 3868 2014,2014-08-13 00:00:00,2014-08-09 00:00:00,Reunión Interparlamentaria México-Argentina,1250.0,10687.5,1250.0,0.0,0.0,4.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,México,HSN 3868 2014,2014-08-13 00:00:00,2014-08-09 00:00:00,Reunión Interparlamentaria México-Argentina,1250.0,10687.5,1250.0,0.0,0.0,4.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Panamá,HSN 3838 2014,2014-08-22 00:00:00,2014-08-17 00:00:00,Congreso Regional de Telecomunicaciones,1500.0,12825.000000000002,1500.0,0.0,0.0,5.0
"KUNATH, Sigrid Elisabeth",2014,Frente para la Victoria,Panamá,HSN 3838 2014,2014-08-22 00:00:00,2014-08-17 00:00:00,Congreso Regional de Telecomunicaciones,1500.0,12825.000000000002,1500.0,0.0,0.0,5.0
"GARRAMUÑO, Jorge",2014,Movimiento Popular Fueguino,Ecuador,HSN 4008 2014,2014-09-01 00:00:00,2014-08-27 00:00:00,PARLATINO,400.0,3360.0,400.0,0.0,0.0,5.0
"BERTONE, Rosana Andrea",2014,Frente para la Victoria,Cuba,HSN 4088 2014,2014-09-08 00:00:00,2014-09-05 00:00:00,PARLATINO,800.0,6720.0,800.0,0.0,0.0,3.0
"FERNÁNDEZ, Aníbal Domingo",2014,Frente para la Victoria,Estados Unidos e Italia,HSN 4610 2014,2014-09-24 00:00:00,2014-09-18 00:00:00,Integrar Comitiva Oficial,2512.366230677765,21129.0,900.0,1200.0,0.0,6.0
"CREXELL, Carmen Lucila",2014,Movimiento Popular Neuquino,Estados Unidos,HSN 4577 2014,2014-09-27 00:00:00,2014-09-20 00:00:00,Conferencia Mundial sobre los Pueblos Indígenas,2100.0,17955.0,2100.0,0.0,0.0,7.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,Estados Unidos,HSN 4576 2014,2014-09-26 00:00:00,2014-09-20 00:00:00,Conferencia Mundial sobre los Pueblos Indígenas,1500.0,12825.000000000002,1500.0,0.0,0.0,6.0
"ROLDAN, José María",2014,Frente para la Victoria,Francia,HSN 4348 2014,2014-09-30 00:00:00,2014-09-21 00:00:00,Feria Internacional de Turismo TOP RESA,2795.0877192982452,23898.0,0.0,2100.0,0.0,9.0
"MARINO, Juan Carlos",2014,Unión Cívica Radical,Cuba,HSN 4292 2014,2014-09-12 00:00:00,2014-09-04 00:00:00,PARLATINO,1400.0,11760.0,1400.0,0.0,0.0,8.0
"GODOY, Ruperto Eduardo",2014,Frente para la Victoria,Estados Unidos,HSN 4630 2014,2014-09-26 00:00:00,2014-09-22 00:00:00,Integrar Comitiva Oficial,900.0,7569.0,900.0,0.0,0.0,4.0
"NEGRE DE ALONSO, Liliana Teresita",2014,PJ de San Luis,España,HSN 3637 2014,2014-09-29 00:00:00,2014-09-22 00:00:00,Congreso Internacional Familia y Sociadad,2418.549346016647,20340.0,0.0,1800.0,0.0,7.0
"MORANDINI, Norma Elena",2014,Frente Cívico De La Provincia De Córdoba,Chile,HSN 4397 2014,2014-09-28 00:00:00,2014-09-24 00:00:00,PARLAMERICAS,599.4054696789536,5041.0,0.0,0.0,5041.0,4.0
"LABADO, María Ester",2014,Frente para la Victoria,Panamá,HSN 4692 2014,2014-09-29 00:00:00,2014-09-25 00:00:00,PARLATINO,1000.0,8410.0,1000.0,0.0,0.0,4.0
"LUNA, Mirtha Teresita",2014,Frente para la Victoria,Colombia/Panamá,HSN 4788 2014,2014-10-03 00:00:00,2014-10-01 00:00:00,Cuestión de las Islas Malvinas,650.0,5466.5,650.0,0.0,0.0,2.0
"CREXELL, Carmen Lucila",2014,Movimiento Popular Neuquino,Suiza,HSN 4807 2014,2014-10-18 00:00:00,2014-10-09 00:00:00,Asamblea de la Unión Interparlamentaria,2808.2840236686397,23730.0,0.0,2100.0,0.0,9.0
"GIUSTINIANI, Rubén Héctor",2014,Partido Socialista,Suiza,HSN 4807 2014,2014-10-15 00:00:00,2014-10-09 00:00:00,Asamblea de la Unión Interparlamentaria,2808.2840236686397,23730.0,0.0,2100.0,0.0,6.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Suiza,HSN 4807 2014,2014-10-15 00:00:00,2014-10-09 00:00:00,Asamblea de la Unión Interparlamentaria,2808.2840236686397,23730.0,0.0,2100.0,0.0,6.0
"LATORRE, Roxana",2014,Santa Fe Federal,Suiza,HSN 4807 2014,2014-10-19 00:00:00,2014-10-09 00:00:00,Asamblea de la Unión Interparlamentaria,2808.2840236686397,23730.0,0.0,2100.0,0.0,10.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Suiza,HSN 4807 2014,2014-10-16 00:00:00,2014-10-09 00:00:00,Asamblea de la Unión Interparlamentaria,2808.2840236686397,23730.0,0.0,2100.0,0.0,7.0
"DE LA ROSA, María Graciela",2014,Frente para la Victoria,Panamá,HSN 5055 2014,2014-10-18 00:00:00,2014-10-15 00:00:00,Taller Regional para Parlamentarios de las Américas,1000.0,8460.0,1000.0,0.0,0.0,3.0
"GARRAMUÑO, Jorge",2014,Movimiento Popular Fueguino,Perú,HSN 5153 2014,2014-10-29 00:00:00,2014-10-24 00:00:00,Diálogo Político sobre Eficacia Energética,0.0,0.0,0.0,0.0,0.0,5.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Perú,HSN 5153 2014,2014-10-28 00:00:00,2014-10-26 00:00:00,Diálogo Político sobre Eficacia Energética,400.0,3420.0000000000005,400.0,0.0,0.0,2.0
"CASTILLO, Oscar Aníbal",2014,Frente Cívico Y Social De Catamarca,Estados Unidos,HSN 4981 2014,2014-11-10 00:00:00,2014-11-01 00:00:00,Observación de elecciones legislativas,1500.0,12825.000000000002,1500.0,0.0,0.0,9.0
"FUENTES, Marcelo",2014,Frente para la Victoria,Reino Unido de Gran Bretaña,HSN 4979 2014,2014-10-25 00:00:00,2014-10-17 00:00:00,Reuniones Parlamentarias,2821.487603305785,23898.0,0.0,2100.0,0.0,8.0
"CREXELL, Carmen Lucila",2014,Movimiento Popular Neuquino,Estados Unidos,HSN 4981 2014,2014-11-12 00:00:00,2014-11-01 00:00:00,Observación de elecciones legislativas,1800.0,15390.000000000002,1800.0,0.0,0.0,11.0
"PILATTI VERGARA, María Inés",2014,Frente para la Victoria,República Dominicana,HSN 5354 2014,2014-11-11 00:00:00,2014-11-05 00:00:00,Foro del Frente Parlamentario contra el Hambre,600.0,5103.000000000001,600.0,0.0,0.0,6.0
"MAYANS, José Miguel Ángel",2014,Frente para la Victoria,Uruguay,HSN 5246 2014,2014-11-11 00:00:00,2014-11-08 00:00:00,MERCOSUR,795.3216374269007,6800.0,0.0,0.0,6800.0,3.0
"LEGUIZAMÓN, María Laura",2014,Frente para la Victoria,Estados Unidos,HSN 5476 2014,2014-11-18 00:00:00,2014-11-10 00:00:00,Reuniones en la ONU,2100.0,17860.5,2100.0,0.0,0.0,8.0
"GIMENEZ, Sandra Daniela",2014,Frente para la Victoria,Uruguay,HSN 5246 2014,2014-11-10 00:00:00,2014-11-10 00:00:00,MERCOSUR,199.88242210464432,1700.0,0.0,0.0,1700.0,0.0
"GARRAMUÑO, Jorge",2014,Movimiento Popular Fueguino,Chile,HSN 5608 2014,2014-11-25 00:00:00,2014-11-23 00:00:00,Comisión Parlamentaria Chile-Argentina conjunta,597.4269005847952,5108.0,0.0,0.0,5108.0,2.0
"LABADO, María Ester",2014,Frente para la Victoria,Chile,HSN 5608 2014,2014-11-25 00:00:00,2014-11-23 00:00:00,Comisión Parlamentaria Chile-Argentina conjunta,597.4269005847952,5108.0,0.0,0.0,5108.0,2.0
"URTUBEY, Rodolfo Julio",2014,Frente para la Victoria,Chile,HSN 5608 2014,2014-11-25 00:00:00,2014-11-23 00:00:00,Comisión Parlamentaria Chile-Argentina conjunta,597.4269005847952,5108.0,0.0,0.0,5108.0,2.0
"FIORE VIÑUALES, Cristina",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-07 00:00:00,2014-12-04 00:00:00,PARLATINO,750.0,6412.500000000001,750.0,0.0,0.0,3.0
"BERTONE, Rosana Andrea",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-07 00:00:00,2014-12-04 00:00:00,PARLATINO,1000.0,8550.0,1000.0,0.0,0.0,3.0
"CREXELL, Carmen Lucila",2014,Movimiento Popular Neuquino,Panamá,HSN 5688 2014,2014-12-10 00:00:00,2014-12-04 00:00:00,PARLATINO,1500.0,12825.000000000002,1500.0,0.0,0.0,6.0
"FELLNER, Liliana Beatriz",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-07 00:00:00,2014-12-04 00:00:00,PARLATINO,1000.0,8550.0,1000.0,0.0,0.0,3.0
"HIGONET, María de los Ángeles",2014,PJ La Pampa,Panamá,HSN 5688 2014,2014-12-08 00:00:00,2014-12-04 00:00:00,PARLATINO,1250.0,10687.5,1250.0,0.0,0.0,4.0
"ITÚRREZ de CAPPELLINI, Ada Rosa Del Valle",2014,Frente Cívico Por Santiago,Panamá,HSN 5688 2014,2014-12-07 00:00:00,2014-12-04 00:00:00,PARLATINO,1000.0,8550.0,1000.0,0.0,0.0,3.0
"KUNATH, Sigrid Elisabeth",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-08 00:00:00,2014-12-04 00:00:00,PARLATINO,1250.0,10687.5,1250.0,0.0,0.0,4.0
"LUNA, Mirtha Teresita",2014,Frente para la Victoria,Panamá,HSN 5688 2014,2014-12-08 00:00:00,2014-12-04 00:00:00,PARLATINO,1250.0,10687.5,1250.0,0.0,0.0,4.0
