id,label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
20322,bikesandsmoke,1,2,3,1.0,2.0,3.0,0
20323,RociCast01,1,0,1,1.0,0.0,1.0,0
20324,_clary_,0,2,2,0.0,4.0,4.0,0
20325,AntunezMatiias,0,1,1,0.0,1.0,1.0,0
20326,SolZelarayan3,0,1,1,0.0,1.0,1.0,0
20327,JulieJhull0176,0,1,1,0.0,1.0,1.0,0
20328,DraCrusher,2,5,7,2.0,5.0,7.0,131
20329,CiurcaC,0,1,1,0.0,2.0,2.0,0
20330,nestorberasain,0,2,2,0.0,2.0,2.0,0
20331,M4rdyBumm,0,1,1,0.0,1.0,1.0,0
20332,lgonzalezale,0,1,1,0.0,1.0,1.0,0
20333,BarbaraBraunst3,0,2,2,0.0,2.0,2.0,0
20334,santiImas,0,2,2,0.0,2.0,2.0,0
20335,StevenBarrison,0,2,2,0.0,2.0,2.0,0
20336,elfeorivero,0,1,1,0.0,1.0,1.0,0
20337,raulololi,1,3,4,1.0,6.0,7.0,0
20338,hernan_ln,0,1,1,0.0,1.0,1.0,0
20339,agustin_molinaa,2,2,4,2.0,2.0,4.0,0
20340,hildahernan221,1,0,1,1.0,0.0,1.0,0
20341,NicoCardinaux,0,1,1,0.0,1.0,1.0,0
20342,_costasnahiara,0,1,1,0.0,1.0,1.0,0
20343,tattooakd,0,1,1,0.0,1.0,1.0,0
20344,MastroSplinter,1,3,4,1.0,9.0,10.0,0
20345,jgregoryb,0,1,1,0.0,1.0,1.0,0
20346,FRenovador2019,1,0,1,1.0,0.0,1.0,0
20347,soleboyd,1,5,6,1.0,5.0,6.0,0
20348,florcasttillo,0,2,2,0.0,2.0,2.0,0
20349,laurenfxckme,0,1,1,0.0,1.0,1.0,0
20350,mobrickles,6,11,17,10.0,13.0,23.0,131
20351,PabloDRiboldi,0,4,4,0.0,4.0,4.0,0
20352,mermonjes,1,1,2,1.0,1.0,2.0,0
20353,mencqui,1,6,7,1.0,6.0,7.0,131
20354,Horacio12guzman,0,2,2,0.0,2.0,2.0,0
20355,PowerLunch,0,1,1,0.0,1.0,1.0,0
20356,JUUGAADOORN12,0,1,1,0.0,1.0,1.0,0
20357,LautiDelPlato,0,1,1,0.0,1.0,1.0,0
20358,ArseSolidario,6,16,22,6.0,16.0,22.0,91
20359,PabloDouglas,1,0,1,1.0,0.0,1.0,0
20360,Cuatrochentisei,0,5,5,0.0,5.0,5.0,0
20361,yoog_danille,1,4,5,1.0,4.0,5.0,0
20362,RinaDiaz,1,1,2,1.0,1.0,2.0,0
20363,Luka956PR,0,1,1,0.0,1.0,1.0,0
20364,AilenHejch_,0,1,1,0.0,1.0,1.0,0
20365,nabribat,0,1,1,0.0,1.0,1.0,0
20366,inforieles,1,0,1,1.0,0.0,1.0,0
20367,vvvvalentine,1,0,1,1.0,0.0,1.0,0
20368,AdrianEsquilin,0,1,1,0.0,1.0,1.0,0
20369,LautiNuvoli,0,1,1,0.0,1.0,1.0,0
20370,soldelego,0,1,1,0.0,1.0,1.0,0
20371,j_mcastro17,1,2,3,3.0,4.0,7.0,0
20372,7dnetwork,0,1,1,0.0,1.0,1.0,0
20373,LMicaelaPico,0,3,3,0.0,3.0,3.0,0
20374,StefiAyelen,0,1,1,0.0,1.0,1.0,0
20375,_kapaliela,0,1,1,0.0,1.0,1.0,0
20376,osmelivan,0,2,2,0.0,2.0,2.0,0
20377,AgussMendz,0,1,1,0.0,1.0,1.0,0
20378,450Fs,1,3,4,1.0,3.0,4.0,0
20379,raul3712,0,1,1,0.0,1.0,1.0,0
20380,olgabeatriz2015,0,2,2,0.0,3.0,3.0,0
20381,PatriaGrandeCba,0,3,3,0.0,4.0,4.0,0
20382,OjalaBot,0,1,1,0.0,1.0,1.0,0
20383,supersan1982,0,1,1,0.0,1.0,1.0,0
20384,resistiersen,0,1,1,0.0,1.0,1.0,0
20385,carlosdiazATE,2,1,3,3.0,1.0,4.0,0
20386,Marilaufuentes,1,0,1,1.0,0.0,1.0,0
20387,ChanyEscobar,1,1,2,1.0,1.0,2.0,0
20388,rompamolabacha,0,4,4,0.0,4.0,4.0,0
20389,Marii_Basta99,0,1,1,0.0,1.0,1.0,0
20390,user_in_pause,1,1,2,3.0,1.0,4.0,0
20391,Ka_Aguila00,1,0,1,1.0,0.0,1.0,0
20392,elguapodejancar,0,2,2,0.0,2.0,2.0,0
20393,MorganJBrainerd,0,1,1,0.0,1.0,1.0,0
20394,merividizzoni,1,0,1,1.0,0.0,1.0,0
20395,Liberutopico,5,12,17,6.0,14.0,20.0,131
20396,Claudiogudino,0,1,1,0.0,1.0,1.0,0
20397,melissaolivieri,0,1,1,0.0,1.0,1.0,0
20398,KCMY_,0,1,1,0.0,1.0,1.0,0
20399,FacuDegano,0,1,1,0.0,1.0,1.0,0
20400,Berlusconia9,0,2,2,0.0,2.0,2.0,0
20401,jorgetechorea,2,1,3,2.0,2.0,4.0,0
20402,ElMumo01,1,0,1,1.0,0.0,1.0,0
20403,nageebsaleh11,0,1,1,0.0,1.0,1.0,0
20404,JoshMyatt1,2,7,9,2.0,7.0,9.0,1
20405,Veritosanabria,1,2,3,1.0,2.0,3.0,0
20406,Eze_Log,0,1,1,0.0,1.0,1.0,0
20407,ConLaChinaNo,2,6,8,2.0,6.0,8.0,131
20408,alemarin69,8,26,34,9.0,27.0,36.0,91
20409,BanegasK,0,1,1,0.0,1.0,1.0,0
20410,wachidelic,0,1,1,0.0,1.0,1.0,0
20411,Rociomiskinich,0,2,2,0.0,2.0,2.0,0
20412,Rochuuuuu,0,1,1,0.0,1.0,1.0,0
20413,xavimenos,0,1,1,0.0,1.0,1.0,0
20414,lorenjunin,0,1,1,0.0,1.0,1.0,0
20415,jaimenievesdiz,0,1,1,0.0,1.0,1.0,0
20416,nachovinas18,0,1,1,0.0,1.0,1.0,0
20417,nahuferez,2,3,5,4.0,3.0,7.0,0
20418,diegokjeje,0,1,1,0.0,1.0,1.0,0
20419,PKFLRDA,0,1,1,0.0,1.0,1.0,0
20420,VFloren,0,1,1,0.0,1.0,1.0,0
20421,malusanchez72,1,1,2,1.0,1.0,2.0,0
20422,RADIOZONICA,1,2,3,1.0,2.0,3.0,0
20423,AlejandroFrezz2,0,1,1,0.0,1.0,1.0,0
20424,Pabl0Leonardi,1,0,1,1.0,0.0,1.0,0
20425,Buly2016,0,1,1,0.0,1.0,1.0,0
20426,ucrchubutcp,0,2,2,0.0,3.0,3.0,0
20427,BetoEsmoris,1,1,2,1.0,1.0,2.0,0
20428,oliseh_ohadike,1,0,1,1.0,0.0,1.0,0
20429,BRANELA,1,3,4,1.0,3.0,4.0,0
20430,DAroura1,0,1,1,0.0,1.0,1.0,0
20431,snowbird42,0,1,1,0.0,1.0,1.0,0
20432,BRSOUZA55,2,3,5,2.0,3.0,5.0,0
20433,RicPagola,1,3,4,1.0,3.0,4.0,0
20434,potylopezmc,1,2,3,1.0,3.0,4.0,0
20435,karin_milano,0,3,3,0.0,5.0,5.0,0
20436,ramos_fran,1,1,2,1.0,1.0,2.0,0
20437,chapuojeda1,0,2,2,0.0,2.0,2.0,0
20438,SOS_5050,0,1,1,0.0,1.0,1.0,0
20439,MatiasFilepi,0,1,1,0.0,1.0,1.0,0
20440,mymsala,1,0,1,1.0,0.0,1.0,0
20441,francobru,1,4,5,1.0,4.0,5.0,0
20442,elpais_america,26,80,106,26.0,82.0,108.0,91
20443,elisacarrio,8,32,40,8.0,60.0,68.0,133
20444,SofiaCassou,0,1,1,0.0,1.0,1.0,0
20445,VaqueroAgustin,1,0,1,1.0,0.0,1.0,0
20446,santiagoviton,0,1,1,0.0,1.0,1.0,0
20447,KarfloGomez,1,0,1,1.0,0.0,1.0,0
20448,perfectpeach,0,1,1,0.0,1.0,1.0,0
20449,BarbiCorvalan,1,2,3,2.0,2.0,4.0,0
20450,nicogallo10,0,1,1,0.0,1.0,1.0,0
20451,FlorrrOjeeda,1,0,1,1.0,0.0,1.0,0
20452,furmangustavo,0,2,2,0.0,2.0,2.0,0
20453,LetVGonzalo,1,0,1,1.0,0.0,1.0,0
20454,florverna,0,1,1,0.0,1.0,1.0,0
20455,GuerreroJarod,2,6,8,2.0,6.0,8.0,1
20456,justmileybitch,0,2,2,0.0,2.0,2.0,0
20457,romeros67,1,3,4,1.0,3.0,4.0,0
20458,victs10,1,4,5,1.0,5.0,6.0,0
20459,valentinsilva4,0,2,2,0.0,2.0,2.0,0
20460,miriamfontOK,1,0,1,1.0,0.0,1.0,0
20461,REINA_MENCIA,7,14,21,12.0,19.0,31.0,131
20462,anitapucheta,0,2,2,0.0,2.0,2.0,0
20463,FaraonaArgenta,13,45,58,13.0,49.0,62.0,131
20464,ivan_zalu,0,1,1,0.0,1.0,1.0,0
20465,edybinstock,1,1,2,1.0,1.0,2.0,0
20466,Rafadesp3,0,2,2,0.0,2.0,2.0,0
20467,LesbianxCabello,0,1,1,0.0,1.0,1.0,0
20468,Lulanga01,0,1,1,0.0,1.0,1.0,0
20469,Melpalermo73,0,1,1,0.0,1.0,1.0,0
20470,SabrinaDirr,0,1,1,0.0,1.0,1.0,0
20471,03nounou,4,1,5,4.0,1.0,5.0,0
20472,Guid0Fernandez_,0,1,1,0.0,1.0,1.0,0
20473,PreparednesowsN,0,1,1,0.0,1.0,1.0,0
20474,JamieHaggard,0,1,1,0.0,1.0,1.0,0
20475,heyyy_chelle,0,1,1,0.0,1.0,1.0,0
20476,sierrawill10101,1,4,5,1.0,4.0,5.0,0
20477,Sofia_Pintoss,0,1,1,0.0,1.0,1.0,0
20478,Alejand75395153,0,1,1,0.0,1.0,1.0,0
20479,occupybergen,0,1,1,0.0,1.0,1.0,0
20480,VoepelRoxanna,1,4,5,1.0,4.0,5.0,0
20481,DepParaguayo,1,3,4,1.0,5.0,6.0,0
20482,poggijoaco,1,5,6,1.0,5.0,6.0,0
20483,marianfarjatfan,0,1,1,0.0,1.0,1.0,0
20484,debymaru,0,1,1,0.0,1.0,1.0,0
20485,weskusgogga,0,1,1,0.0,1.0,1.0,0
20486,mac_janyce,1,4,5,1.0,4.0,5.0,0
20487,Serbarthol,2,4,6,2.0,4.0,6.0,0
20488,Agus_Central,0,1,1,0.0,1.0,1.0,0
20489,saludocupchaco,1,0,1,1.0,0.0,1.0,0
20490,DelfiBianchi,0,1,1,0.0,1.0,1.0,0
20491,ChrisStaplee,1,1,2,1.0,1.0,2.0,0
20492,clemendezan,0,1,1,0.0,1.0,1.0,0
20493,_NaareRP,0,1,1,0.0,1.0,1.0,0
20494,Mafixpiol4li,0,2,2,0.0,2.0,2.0,0
20495,MatiasLausse,0,2,2,0.0,4.0,4.0,0
20496,Claudia48160605,0,1,1,0.0,1.0,1.0,0
20497,rodociapoperin1,0,1,1,0.0,1.0,1.0,0
20498,lalita221,3,7,10,6.0,11.0,17.0,131
20499,FernetTeAmo,9,26,35,11.0,28.0,39.0,131
20500,patriciodanielJ,0,1,1,0.0,1.0,1.0,0
20501,thepaperframes,0,1,1,0.0,1.0,1.0,0
20502,kamilahkell2300,1,4,5,1.0,4.0,5.0,0
20503,Eugenia0104,0,1,1,0.0,1.0,1.0,0
20504,ahogadaderazon_,0,1,1,0.0,1.0,1.0,0
20505,LetiPaulizzi,0,1,1,0.0,1.0,1.0,0
20506,gra1956ov,9,22,31,13.0,25.0,38.0,131
20507,KathySpinacci17,0,1,1,0.0,1.0,1.0,0
20508,Josefina034,0,1,1,0.0,1.0,1.0,0
20509,AileBorgeattino,0,1,1,0.0,1.0,1.0,0
20510,yosoymechi,4,6,10,4.0,6.0,10.0,91
20511,lazzarinibri,0,1,1,0.0,1.0,1.0,0
20512,mashialejo2016,0,1,1,0.0,1.0,1.0,0
20513,ParizziGian,0,1,1,0.0,1.0,1.0,0
20514,lap0525,1,0,1,1.0,0.0,1.0,0
20515,latanodv2012,1,4,5,1.0,4.0,5.0,0
20516,titainaudi,1,0,1,1.0,0.0,1.0,0
20517,alvarezlilianam,1,2,3,1.0,2.0,3.0,0
20518,natumendez45,1,0,1,1.0,0.0,1.0,0
20519,versie_burton,1,4,5,1.0,4.0,5.0,0
20520,kmi_sanchez22,1,0,1,1.0,0.0,1.0,0
20521,kporconviccion,2,4,6,2.0,4.0,6.0,0
20522,mirta_singh,1,1,2,1.0,2.0,3.0,0
20523,VoigtLauren,0,1,1,0.0,1.0,1.0,0
20524,Lucas_Figueras,0,2,2,0.0,2.0,2.0,0
20525,PUTINV7,0,2,2,0.0,2.0,2.0,0
20526,alyshacucinell1,1,4,5,1.0,4.0,5.0,0
20527,cris_caffaro,2,4,6,2.0,7.0,9.0,0
20528,Luis_MCMLXVII,1,1,2,1.0,1.0,2.0,0
20529,staydoughp,0,1,1,0.0,1.0,1.0,0
20530,dora24131,3,0,3,3.0,0.0,3.0,0
20531,AmericoDeGrazia,18,29,47,26.0,80.0,106.0,136
20532,CBParqueChas,1,1,2,1.0,1.0,2.0,0
20533,adalbertooviedo,1,0,1,1.0,0.0,1.0,0
20534,LilianaLucko,1,5,6,1.0,5.0,6.0,0
20535,Cexibonn,2,0,2,2.0,0.0,2.0,0
20536,exequie65490851,0,1,1,0.0,1.0,1.0,0
20537,camidab,1,0,1,1.0,0.0,1.0,0
20538,luchymichicutu,1,0,1,1.0,0.0,1.0,0
20539,Pachu_Central,0,2,2,0.0,2.0,2.0,0
20540,johnpmcneil02,0,2,2,0.0,2.0,2.0,0
20541,anto1twi,0,1,1,0.0,1.0,1.0,0
20542,CeciliaSalasEC,0,1,1,0.0,1.0,1.0,0
20543,EmergentPathway,0,1,1,0.0,1.0,1.0,0
20544,Mica_Gutierrez9,0,1,1,0.0,1.0,1.0,0
20545,negadoraserial,2,0,2,2.0,0.0,2.0,0
20546,bellmeade,0,1,1,0.0,1.0,1.0,0
20547,walterlemieux,0,1,1,0.0,1.0,1.0,0
20548,sandrapassa1,0,1,1,0.0,1.0,1.0,0
20549,IvanaPaez_,0,1,1,0.0,1.0,1.0,0
20550,miluruggiero,0,1,1,0.0,1.0,1.0,0
20551,NJck015,1,1,2,1.0,1.0,2.0,0
20552,mabelpizzichini,1,1,2,1.0,1.0,2.0,0
20553,44vreiki,0,1,1,0.0,1.0,1.0,0
20554,micki_scampos,0,1,1,0.0,1.0,1.0,0
20555,DaniBelen98,0,1,1,0.0,1.0,1.0,0
20556,PatronusAgency,0,1,1,0.0,1.0,1.0,0
20557,CorreaMencho,1,2,3,1.0,2.0,3.0,0
20558,Marcos_Masutti,1,1,2,1.0,2.0,3.0,0
20559,martchoka,6,11,17,9.0,19.0,28.0,131
20560,DatosBorrar,0,1,1,0.0,1.0,1.0,0
20561,sxuki,0,1,1,0.0,1.0,1.0,0
20562,SerCai,1,0,1,1.0,0.0,1.0,0
20563,davelowitzki,0,1,1,0.0,1.0,1.0,0
20564,jorge__rotela,1,0,1,1.0,0.0,1.0,0
20565,MoreyraFaby,0,1,1,0.0,1.0,1.0,0
20566,MagiaFarfalla,0,1,1,0.0,4.0,4.0,0
20567,yevettefitzpat3,1,4,5,1.0,4.0,5.0,0
20568,Ramiro4172,0,2,2,0.0,2.0,2.0,0
20569,wofava,0,1,1,0.0,1.0,1.0,0
20570,Damnleg,1,0,1,1.0,0.0,1.0,0
20571,GringoMerciadri,0,1,1,0.0,1.0,1.0,0
20572,iaragarayy,0,1,1,0.0,1.0,1.0,0
20573,sergiodsoto,2,2,4,2.0,2.0,4.0,0
20574,guerrero_meluu,0,1,1,0.0,1.0,1.0,0
20575,borrideavella,0,1,1,0.0,1.0,1.0,0
20576,Flor_Eva,1,0,1,1.0,0.0,1.0,0
20577,pmcaratozzolo,2,0,2,2.0,0.0,2.0,0
20578,ReverentEater,0,1,1,0.0,1.0,1.0,0
20579,LuuliMariani,0,1,1,0.0,1.0,1.0,0
20580,pena_sl_rioiv,0,3,3,0.0,3.0,3.0,0
20581,bernybot,0,1,1,0.0,1.0,1.0,0
20582,FacundoLuqueOk,1,0,1,1.0,0.0,1.0,0
20583,PTSPrensa,5,9,14,6.0,10.0,16.0,133
20584,Elvir_tuoso,0,1,1,0.0,1.0,1.0,0
20585,grawelcz,2,3,5,2.0,3.0,5.0,0
20586,LGonzalezFoutel,1,1,2,1.0,1.0,2.0,0
20587,JulietaPaez4,1,1,2,1.0,1.0,2.0,0
20588,abonaief0282,1,5,6,1.0,5.0,6.0,0
20589,EduardoLapenta,0,1,1,0.0,1.0,1.0,0
20590,DRR1250,0,1,1,0.0,1.0,1.0,0
20591,FloPereyra7,0,1,1,0.0,1.0,1.0,0
20592,AdamdelSur3,0,1,1,0.0,1.0,1.0,0
20593,federconti,1,1,2,1.0,1.0,2.0,0
20594,silvialaruffa,1,0,1,1.0,0.0,1.0,0
20595,maurigonzalia,0,1,1,0.0,1.0,1.0,0
20596,Maite_Cordova,0,1,1,0.0,1.0,1.0,0
20597,kundo_mc,0,1,1,0.0,1.0,1.0,0
20598,MoneymarcT,0,1,1,0.0,1.0,1.0,0
20599,audiodelica,1,4,5,1.0,4.0,5.0,0
20600,marielafrancos,0,1,1,0.0,3.0,3.0,0
20601,monicaeva73,0,1,1,0.0,2.0,2.0,0
20602,juliyametallica,4,9,13,4.0,14.0,18.0,131
20603,Claudio_Mir,15,41,56,15.0,44.0,59.0,131
20604,Marcelo61159,0,1,1,0.0,1.0,1.0,0
20605,LulyAman13,0,1,1,0.0,1.0,1.0,0
20606,rn_rosana,0,1,1,0.0,1.0,1.0,0
20607,LOLOVELEZ,2,7,9,2.0,8.0,10.0,170
20608,juanmamarino2,0,1,1,0.0,1.0,1.0,0
20609,armidalindqvis2,1,4,5,1.0,4.0,5.0,0
20610,_RoMoreno_,1,0,1,1.0,0.0,1.0,0
20611,JuanchoAKD,0,1,1,0.0,1.0,1.0,0
20612,nachitosomoza,1,1,2,1.0,1.0,2.0,0
20613,AgusGonza10,1,0,1,1.0,0.0,1.0,0
20614,Franco_Moro,0,1,1,0.0,1.0,1.0,0
20615,moreg0mez,1,2,3,1.0,2.0,3.0,0
20616,SantyRodrguez1,0,1,1,0.0,1.0,1.0,0
20617,marielaluca,4,11,15,4.0,12.0,16.0,91
20618,gapaezz,0,1,1,0.0,1.0,1.0,0
20619,LauttiCruz,0,1,1,0.0,1.0,1.0,0
20620,pablotallarin01,0,2,2,0.0,2.0,2.0,0
20621,antonella_rubio,0,2,2,0.0,2.0,2.0,0
20622,lucas_rulos,0,2,2,0.0,2.0,2.0,0
20623,nanojaner,0,1,1,0.0,1.0,1.0,0
20624,sofiamiteff_,0,1,1,0.0,1.0,1.0,0
20625,NorbertoSte,0,1,1,0.0,1.0,1.0,0
20626,Love_Mercedess,0,1,1,0.0,1.0,1.0,0
20627,Nazareno_OK,1,0,1,1.0,0.0,1.0,0
20628,PazBravoArias,1,0,1,1.0,0.0,1.0,0
20629,GiseMarcial,1,6,7,1.0,6.0,7.0,147
20630,DanelBitchik,1,2,3,1.0,2.0,3.0,0
20631,LinaVibez_,1,0,1,4.0,0.0,4.0,0
20632,Alicia_Palmerr,2,0,2,3.0,0.0,3.0,0
20633,ElsaTorres10,0,1,1,0.0,1.0,1.0,0
20634,Martinabriiil_,0,1,1,0.0,1.0,1.0,0
20635,ChipiBoloo,1,0,1,1.0,0.0,1.0,0
20636,alinegodoyprats,2,0,2,4.0,0.0,4.0,0
20637,estoybienmal,1,0,1,1.0,0.0,1.0,0
20638,GracielaGarci33,0,1,1,0.0,1.0,1.0,0
20639,Nicofeernando,0,2,2,0.0,2.0,2.0,0
20640,GuadaZytkiewicz,0,1,1,0.0,1.0,1.0,0
20641,NWNCaprileElola,0,1,1,0.0,1.0,1.0,0
20642,chechufogel,0,1,1,0.0,1.0,1.0,0
20643,lorena_pb,1,0,1,1.0,0.0,1.0,0
20644,morelramirezt,0,1,1,0.0,1.0,1.0,0
20645,raulyceci,5,5,10,5.0,5.0,10.0,91
20646,pasanmolina,0,1,1,0.0,1.0,1.0,0
20647,zeballoscg,0,1,1,0.0,1.0,1.0,0
20648,strummerism,1,0,1,1.0,0.0,1.0,0
20649,MoVeDePo1,1,0,1,1.0,0.0,1.0,0
20650,coquiromero26,1,0,1,1.0,0.0,1.0,0
20651,Tabordamf,1,6,7,1.0,7.0,8.0,145
20652,EzeEscuderoBJ,0,1,1,0.0,1.0,1.0,0
20653,jorgebaci,0,2,2,0.0,2.0,2.0,0
20654,cataartigass,0,1,1,0.0,1.0,1.0,0
20655,Arielisho,0,1,1,0.0,1.0,1.0,0
20656,Vzla1810,0,2,2,0.0,2.0,2.0,0
20657,FlorSommelier,0,1,1,0.0,1.0,1.0,0
20658,mmikagzcz,0,3,3,0.0,3.0,3.0,0
20659,fabianrestivo,1,6,7,1.0,7.0,8.0,91
20660,MacaaSantiago,0,1,1,0.0,1.0,1.0,0
20661,alejandritaro,1,5,6,1.0,5.0,6.0,0
20662,pablodeca,1,1,2,1.0,1.0,2.0,0
20663,barbyan13,1,0,1,1.0,0.0,1.0,0
20664,DamianJoauven,0,1,1,0.0,1.0,1.0,0
20665,claudio1vazquez,0,1,1,0.0,1.0,1.0,0
20666,JorgeClipper,0,1,1,0.0,1.0,1.0,0
20667,josemanu_ojeda,5,4,9,8.0,4.0,12.0,131
20668,EmilianoKndanga,1,0,1,1.0,0.0,1.0,0
20669,RBEZZATO,0,1,1,0.0,1.0,1.0,0
20670,SENSATlNG,1,0,1,1.0,0.0,1.0,0
20671,EsSilvi1986,0,1,1,0.0,2.0,2.0,0
20672,la_artigas,0,2,2,0.0,2.0,2.0,0
20673,BarbiGuaqinchay,0,1,1,0.0,1.0,1.0,0
20674,rolveda,0,1,1,0.0,1.0,1.0,0
20675,susana_moix,0,1,1,0.0,1.0,1.0,0
20676,brianbeutler,3,1,4,3.0,1.0,4.0,0
20677,LCRBolivar,0,2,2,0.0,2.0,2.0,0
20678,SasiUnion,0,1,1,0.0,1.0,1.0,0
20679,Julicardoso98,1,0,1,1.0,0.0,1.0,0
20680,annie340,0,1,1,0.0,1.0,1.0,0
20681,23leyria,0,1,1,0.0,1.0,1.0,0
20682,SafaTelmo,2,5,7,2.0,7.0,9.0,91
20683,juan1276,1,3,4,1.0,3.0,4.0,0
20684,J_Wade_Miller,2,1,3,2.0,1.0,3.0,0
20685,PauGonzalezsj,0,1,1,0.0,1.0,1.0,0
20686,CamCaceress,1,0,1,1.0,0.0,1.0,0
20687,produccioneszyg,1,0,1,1.0,0.0,1.0,0
20688,dearcandice,0,1,1,0.0,1.0,1.0,0
20689,Walterios12,0,1,1,0.0,1.0,1.0,0
20690,ArandaLucre,0,1,1,0.0,1.0,1.0,0
20691,Mica151199,1,0,1,1.0,0.0,1.0,0
20692,ValeAndreatta,0,1,1,0.0,1.0,1.0,0
20693,RFrasno,4,9,13,5.0,9.0,14.0,131
20694,OriGigenaB,0,1,1,0.0,1.0,1.0,0
20695,bobmuellerwkrn,1,2,3,1.0,2.0,3.0,0
20696,GabiRomero68,1,0,1,1.0,0.0,1.0,0
20697,mercecarrere,0,2,2,0.0,3.0,3.0,0
20698,lugonespity,0,1,1,0.0,1.0,1.0,0
20699,Jerusal53393006,0,2,2,0.0,2.0,2.0,0
20700,costajenny2,0,1,1,0.0,2.0,2.0,0
20701,katsworld500,0,1,1,0.0,1.0,1.0,0
20702,GraduadosUCA,1,5,6,1.0,5.0,6.0,0
20703,AlRodriguezOk,1,0,1,1.0,0.0,1.0,0
20704,JaviAlbarracin2,1,0,1,1.0,0.0,1.0,0
20705,intihuasi2,2,2,4,2.0,2.0,4.0,0
20706,procbasecc8,0,1,1,0.0,1.0,1.0,0
20707,bicimeridamtb,0,1,1,0.0,1.0,1.0,0
20708,LucascastellFan,0,1,1,0.0,1.0,1.0,0
20709,melisagrey,0,1,1,0.0,1.0,1.0,0
20710,fmboedo,2,0,2,2.0,0.0,2.0,0
20711,phoenix966,1,6,7,3.0,7.0,10.0,131
20712,reiscarolina,2,0,2,2.0,0.0,2.0,0
20713,RolandiGuille,1,0,1,1.0,0.0,1.0,0
20714,LauFurlong,3,7,10,3.0,8.0,11.0,131
20715,maru_latt,0,1,1,0.0,1.0,1.0,0
20716,MuseoMyT,0,2,2,0.0,2.0,2.0,0
20717,sonjustdont5,0,1,1,0.0,1.0,1.0,0
20718,equiponcedeleon,1,0,1,1.0,0.0,1.0,0
20719,marianoalzola,2,1,3,2.0,1.0,3.0,0
20720,Joyascelia,0,2,2,0.0,2.0,2.0,0
20721,GuilleLobo,3,4,7,6.0,5.0,11.0,173
20722,oktaviomaidana,1,2,3,1.0,2.0,3.0,0
20723,DeannaARoss,0,1,1,0.0,1.0,1.0,0
20724,maurolazzarino,0,1,1,0.0,1.0,1.0,0
20725,canibosetti,1,0,1,1.0,0.0,1.0,0
20726,jajyfurfari,0,1,1,0.0,1.0,1.0,0
20727,JulianaNotti,0,1,1,0.0,3.0,3.0,0
20728,RoMondino99,0,1,1,0.0,1.0,1.0,0
20729,CeciHarmatiuk,1,0,1,1.0,0.0,1.0,0
20730,ale_lambertucci,0,2,2,0.0,3.0,3.0,0
20731,mmkelley2,0,1,1,0.0,1.0,1.0,0
20732,totogelp22,0,1,1,0.0,1.0,1.0,0
20733,Jewlian43,1,1,2,1.0,1.0,2.0,0
20734,JacquiSalas,0,1,1,0.0,1.0,1.0,0
20735,fuentesbruno16,1,1,2,1.0,1.0,2.0,0
20736,Valenti93571740,1,0,1,1.0,0.0,1.0,0
20737,sirenalucinada,0,1,1,0.0,1.0,1.0,0
20738,MarilarAlei,0,1,1,0.0,1.0,1.0,0
20739,EduBobBoni,1,0,1,1.0,0.0,1.0,0
20740,exelp22,0,1,1,0.0,1.0,1.0,0
20741,Violepietrafesa,0,1,1,0.0,1.0,1.0,0
20742,figue_vicky,0,3,3,0.0,3.0,3.0,0
20743,Trends__Bot_8,0,2,2,0.0,4.0,4.0,0
20744,Pocker72,0,4,4,0.0,4.0,4.0,0
20745,TheVineQuotes,2,0,2,2.0,0.0,2.0,0
20746,Valen_Garcia8,0,1,1,0.0,1.0,1.0,0
20747,lulicherutti,0,1,1,0.0,1.0,1.0,0
20748,Petimoll,0,1,1,0.0,1.0,1.0,0
20749,SebaVillalba_,1,0,1,1.0,0.0,1.0,0
20750,DoreenDevaney,0,2,2,0.0,2.0,2.0,0
20751,granoemimar,2,7,9,2.0,7.0,9.0,131
20752,carodearaujo,0,2,2,0.0,2.0,2.0,0
20753,PechaDDD,0,2,2,0.0,2.0,2.0,0
20754,SabriGonzalezOk,0,1,1,0.0,1.0,1.0,0
20755,SSteloYo,0,4,4,0.0,4.0,4.0,0
20756,JacketJustinesc,1,4,5,1.0,4.0,5.0,0
20757,paogiorgis,3,4,7,3.0,4.0,7.0,91
20758,EliCacerez,0,1,1,0.0,1.0,1.0,0
20759,gastonrozich,0,1,1,0.0,1.0,1.0,0
20760,juliwilliamsb,0,1,1,0.0,1.0,1.0,0
20761,bajoningunyuta,0,1,1,0.0,1.0,1.0,0
20762,frangiangre,0,1,1,0.0,1.0,1.0,0
20763,cbz93_,1,0,1,4.0,0.0,4.0,0
20764,gettingsome,0,1,1,0.0,1.0,1.0,0
20765,Ennanittaa,0,1,1,0.0,1.0,1.0,0
20766,I_amAmir,1,1,2,1.0,1.0,2.0,0
20767,marcus5114,0,1,1,0.0,1.0,1.0,0
20768,SinkingGoats,0,1,1,0.0,1.0,1.0,0
20769,ConectadosSalta,0,1,1,0.0,4.0,4.0,0
20770,alejandroabajo1,0,1,1,0.0,1.0,1.0,0
20771,AriiGonzalez4,0,1,1,0.0,1.0,1.0,0
20772,mandi_morphis,1,4,5,1.0,4.0,5.0,0
20773,Coobito,0,1,1,0.0,1.0,1.0,0
20774,musstavo,0,1,1,0.0,1.0,1.0,0
20775,Juaanchy69,0,1,1,0.0,1.0,1.0,0
