id,label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
26655,MAXZENTORRI2010,1,0,1,2.0,0.0,2.0,0
26656,Aryn_Mckenzie,0,1,1,0.0,1.0,1.0,0
26657,SilviaR11586806,1,0,1,2.0,0.0,2.0,0
26658,alsubla,1,1,2,1.0,1.0,2.0,0
26659,RaylanOfHarlan,1,1,2,1.0,1.0,2.0,0
26660,lucianobugner,1,2,3,1.0,2.0,3.0,0
26661,BocayP,0,1,1,0.0,1.0,1.0,0
26662,drantartico,1,1,2,1.0,1.0,2.0,0
26663,Lula_Acosta_,0,1,1,0.0,1.0,1.0,0
26664,fantasticfarhia,1,0,1,1.0,0.0,1.0,0
26665,camifredescasas,1,0,1,1.0,0.0,1.0,0
26666,FlorchuViilchez,0,2,2,0.0,2.0,2.0,0
26667,baradony2011,0,1,1,0.0,1.0,1.0,0
26668,AldyGrassino,0,1,1,0.0,1.0,1.0,0
26669,gonzalezsoli_,1,0,1,1.0,0.0,1.0,0
26670,ernetxe,0,2,2,0.0,2.0,2.0,0
26671,apcbolivar1,0,1,1,0.0,1.0,1.0,0
26672,08Agustinita,0,2,2,0.0,2.0,2.0,0
26673,penstone,1,0,1,1.0,0.0,1.0,0
26674,RodolfoAriel10,1,1,2,2.0,2.0,4.0,0
26675,frangiova_ok,1,0,1,2.0,0.0,2.0,0
26676,leonormarquez13,3,1,4,3.0,1.0,4.0,0
26677,YesiiPlayuk,0,1,1,0.0,1.0,1.0,0
26678,Aylen14_,1,0,1,1.0,0.0,1.0,0
26679,steve_equality,0,1,1,0.0,1.0,1.0,0
26680,FathaMieux,1,0,1,1.0,0.0,1.0,0
26681,nachogomez77,1,0,1,1.0,0.0,1.0,0
26682,GabrielRivamar,1,0,1,1.0,0.0,1.0,0
26683,rominaperussia,0,1,1,0.0,1.0,1.0,0
26684,Toto5x,2,1,3,2.0,1.0,3.0,0
26685,M4rceDia2,0,4,4,0.0,4.0,4.0,0
26686,meeri_carp,1,0,1,1.0,0.0,1.0,0
26687,MujeresProMerlo,3,6,9,4.0,7.0,11.0,173
26688,Juliicortes2,0,1,1,0.0,1.0,1.0,0
26689,eljuan68,1,1,2,1.0,1.0,2.0,0
26690,caamiclement,0,1,1,0.0,1.0,1.0,0
26691,LicMacoco,52,94,146,69.0,108.0,177.0,131
26692,acanyadas,6,19,25,6.0,23.0,29.0,131
26693,UCRcomuna8,7,7,14,10.0,7.0,17.0,173
26694,lujan290435,0,4,4,0.0,6.0,6.0,0
26695,AgustiinaLpda,0,1,1,0.0,1.0,1.0,0
26696,kindakitty,1,0,1,1.0,0.0,1.0,0
26697,chupija_lapame,1,1,2,1.0,1.0,2.0,0
26698,gmzhugo12,21,42,63,21.0,51.0,72.0,131
26699,pedo_rito,0,1,1,0.0,1.0,1.0,0
26700,brandie0696,0,1,1,0.0,1.0,1.0,0
26701,luissan85929772,3,2,5,4.0,2.0,6.0,0
26702,danielscheurer5,1,1,2,1.0,1.0,2.0,0
26703,jeanmarra,1,3,4,2.0,8.0,10.0,0
26704,EriPorris,0,1,1,0.0,2.0,2.0,0
26705,Paccioli,3,3,6,3.0,3.0,6.0,0
26706,estebanparri14,3,10,13,3.0,12.0,15.0,147
26707,laurazarateAR,0,1,1,0.0,1.0,1.0,0
26708,pesoler,0,1,1,0.0,1.0,1.0,0
26709,Eli957,5,6,11,7.0,7.0,14.0,91
26710,masaarepa2012,0,4,4,0.0,4.0,4.0,0
26711,betana231,6,5,11,7.0,5.0,12.0,91
26712,Juan_a_cuervo,0,4,4,0.0,4.0,4.0,0
26713,xtrabajodecente,1,0,1,2.0,0.0,2.0,0
26714,rxcix_g,0,1,1,0.0,1.0,1.0,0
26715,AuntieErinO,0,2,2,0.0,2.0,2.0,0
26716,marielamjc,0,1,1,0.0,1.0,1.0,0
26717,RichardHurst18,0,1,1,0.0,1.0,1.0,0
26718,Castigaidiotas,1,0,1,1.0,0.0,1.0,0
26719,luchoDLBok,0,1,1,0.0,1.0,1.0,0
26720,gaguinedaniel,1,2,3,1.0,2.0,3.0,0
26721,OscarVillamea,0,1,1,0.0,1.0,1.0,0
26722,dcgrey,0,3,3,0.0,3.0,3.0,0
26723,ajperr,0,1,1,0.0,1.0,1.0,0
26724,Bucletina,0,1,1,0.0,2.0,2.0,0
26725,wwoohui,1,2,3,1.0,2.0,3.0,0
26726,ezep,1,1,2,1.0,2.0,3.0,0
26727,pnaegelySTS,0,1,1,0.0,1.0,1.0,0
26728,alejandro211952,4,5,9,4.0,6.0,10.0,91
26729,noemilopez62,1,4,5,1.0,4.0,5.0,0
26730,CuinaMala,1,0,1,1.0,0.0,1.0,0
26731,DanielHassan14,2,1,3,2.0,1.0,3.0,0
26732,petalodesal,1,1,2,1.0,1.0,2.0,0
26733,kristhecrown,0,1,1,0.0,1.0,1.0,0
26734,RitaRosario01,0,1,1,0.0,1.0,1.0,0
26735,eduarcast1981,0,1,1,0.0,1.0,1.0,0
26736,GaabyJara,1,0,1,1.0,0.0,1.0,0
26737,Irma977976,2,2,4,2.0,2.0,4.0,0
26738,DaarioSerafino,0,1,1,0.0,1.0,1.0,0
26739,TriumphHosti,0,1,1,0.0,1.0,1.0,0
26740,monicaport1,1,0,1,1.0,0.0,1.0,0
26741,eliocol,0,1,1,0.0,1.0,1.0,0
26742,AllenVHarris,0,1,1,0.0,1.0,1.0,0
26743,Totoigle,0,1,1,0.0,1.0,1.0,0
26744,JoaquinGill,0,1,1,0.0,1.0,1.0,0
26745,hubbasj,1,0,1,1.0,0.0,1.0,0
26746,MGabyChaparro,0,1,1,0.0,1.0,1.0,0
26747,MilegendIsQueen,0,1,1,0.0,1.0,1.0,0
26748,munilabanda,3,1,4,3.0,1.0,4.0,0
26749,InfoNodal,3,3,6,3.0,3.0,6.0,0
26750,johniemielniko3,1,4,5,1.0,4.0,5.0,0
26751,ChaileFranco,0,1,1,0.0,1.0,1.0,0
26752,sandysva,1,2,3,1.0,2.0,3.0,0
26753,StellaColombo50,2,6,8,2.0,7.0,9.0,91
26754,Luz_opinando,3,8,11,3.0,9.0,12.0,131
26755,Fat67056990,1,0,1,1.0,0.0,1.0,0
26756,EveliinP_,0,1,1,0.0,1.0,1.0,0
26757,sollunabm,0,1,1,0.0,1.0,1.0,0
26758,Lula09006463,1,0,1,1.0,0.0,1.0,0
26759,JArmua,1,0,1,1.0,0.0,1.0,0
26760,hermanas_malas,0,2,2,0.0,2.0,2.0,0
26761,elbidondebranco,2,4,6,2.0,4.0,6.0,0
26762,tamara__ss,0,1,1,0.0,1.0,1.0,0
26763,Mr_OverRaitova,0,1,1,0.0,1.0,1.0,0
26764,Nanitoaraso,1,1,2,1.0,1.0,2.0,0
26765,betamartinez7,0,1,1,0.0,1.0,1.0,0
26766,BalyMoreno,0,2,2,0.0,2.0,2.0,0
26767,Emijhughes,1,0,1,1.0,0.0,1.0,0
26768,MaguiiCast,0,1,1,0.0,1.0,1.0,0
26769,MOVSURUBA,7,6,13,10.0,6.0,16.0,133
26770,lujanzal,0,1,1,0.0,1.0,1.0,0
26771,ValeeReynaga,0,1,1,0.0,1.0,1.0,0
26772,RoseannaGalea,1,4,5,1.0,4.0,5.0,0
26773,silbav,0,1,1,0.0,1.0,1.0,0
26774,cocoreyes2003,0,1,1,0.0,1.0,1.0,0
26775,deeseiffer,0,1,1,0.0,1.0,1.0,0
26776,StellaMarisMar1,3,2,5,3.0,2.0,5.0,0
26777,haniabdimuse,0,1,1,0.0,1.0,1.0,0
26778,CejasCamila14,0,1,1,0.0,1.0,1.0,0
26779,corndog9291,0,1,1,0.0,1.0,1.0,0
26780,Ana25222880,1,0,1,1.0,0.0,1.0,0
26781,bingwisdom,0,1,1,0.0,1.0,1.0,0
26782,EastlandoNai,1,0,1,1.0,0.0,1.0,0
26783,fernando_arg76,2,2,4,2.0,3.0,5.0,0
26784,GaliOpp,1,1,2,1.0,1.0,2.0,0
26785,YamFogar,0,1,1,0.0,1.0,1.0,0
26786,deliaespueblo,2,2,4,2.0,2.0,4.0,0
26787,fncampesino,2,1,3,3.0,1.0,4.0,0
26788,leanstone86,1,0,1,1.0,0.0,1.0,0
26789,mr_2wins1,1,0,1,1.0,0.0,1.0,0
26790,Candeemaidanaa,0,1,1,0.0,1.0,1.0,0
26791,BoomMartina,0,1,1,0.0,1.0,1.0,0
26792,Gabiziblat,8,9,17,9.0,9.0,18.0,91
26793,FerrCanepa,1,0,1,1.0,0.0,1.0,0
26794,haqgood2015,0,1,1,0.0,1.0,1.0,0
26795,lalilurivero,0,1,1,0.0,1.0,1.0,0
26796,hcorbacho,0,2,2,0.0,2.0,2.0,0
26797,silvia_mandile,4,2,6,5.0,2.0,7.0,0
26798,agosdelmal,1,1,2,1.0,1.0,2.0,0
26799,drova111,4,11,15,5.0,15.0,20.0,131
26800,camicondori3,0,1,1,0.0,1.0,1.0,0
26801,Nelly4710,1,0,1,1.0,0.0,1.0,0
26802,frossitandil,0,1,1,0.0,1.0,1.0,0
26803,GuidetAgos,0,1,1,0.0,1.0,1.0,0
26804,emacarriso,1,2,3,1.0,3.0,4.0,0
26805,CCanchig,0,1,1,0.0,1.0,1.0,0
26806,Fraaanco12,1,0,1,1.0,0.0,1.0,0
26807,MommaAfro_,0,1,1,0.0,1.0,1.0,0
26808,marcelo_mmoreno,7,14,21,8.0,14.0,22.0,131
26809,IlyenaMironoff,1,0,1,1.0,0.0,1.0,0
26810,marrnadal,2,0,2,2.0,0.0,2.0,0
26811,ArabibBibe,0,3,3,0.0,3.0,3.0,0
26812,leoalfaro02,8,12,20,8.0,13.0,21.0,131
26813,MaxStronger,0,1,1,0.0,1.0,1.0,0
26814,Johana09_NV,12,5,17,12.0,5.0,17.0,91
26815,VirginiaOvejero,1,0,1,1.0,0.0,1.0,0
26816,phillipe_elaine,1,0,1,1.0,0.0,1.0,0
26817,Lmaxijuarez,0,3,3,0.0,3.0,3.0,0
26818,meizoara,0,1,1,0.0,1.0,1.0,0
26819,Larisa69923237,1,0,1,1.0,0.0,1.0,0
26820,marianamorosi22,0,1,1,0.0,1.0,1.0,0
26821,mhrinaldi,1,0,1,1.0,0.0,1.0,0
26822,mecb90,0,1,1,0.0,1.0,1.0,0
26823,RED92cadadiamas,5,9,14,5.0,9.0,14.0,91
26824,DocenteCiudad,0,2,2,0.0,2.0,2.0,0
26825,Funsized_Jess,1,0,1,1.0,0.0,1.0,0
26826,Pkmn_CR_13,1,0,1,1.0,0.0,1.0,0
26827,nbiazzini,1,0,1,1.0,0.0,1.0,0
26828,veroaroza,1,1,2,1.0,1.0,2.0,0
26829,MAJOCAMPOS16,1,1,2,1.0,1.0,2.0,0
26830,RojasLaura23,0,1,1,0.0,1.0,1.0,0
26831,normicolon,2,8,10,2.0,9.0,11.0,131
26832,lleidapsc,1,2,3,1.0,2.0,3.0,0
26833,anngelda,1,1,2,1.0,1.0,2.0,0
26834,NachoNOC,1,0,1,1.0,0.0,1.0,0
26835,SuzanKBuckner,1,0,1,1.0,0.0,1.0,0
26836,maka_godoy1,1,0,1,1.0,0.0,1.0,0
26837,kurtrules_,0,1,1,0.0,1.0,1.0,0
26838,celetavo,2,1,3,2.0,1.0,3.0,0
26839,mechii_2001,0,1,1,0.0,1.0,1.0,0
26840,nicolasss1889,0,1,1,0.0,1.0,1.0,0
26841,JProMoreno,0,1,1,0.0,1.0,1.0,0
26842,AleaIactaEst_13,0,2,2,0.0,2.0,2.0,0
26843,mlinco,0,1,1,0.0,1.0,1.0,0
26844,mirkobakarcic,2,0,2,2.0,0.0,2.0,0
26845,mdelaarena,1,0,1,1.0,0.0,1.0,0
26846,acristian8,0,1,1,0.0,1.0,1.0,0
26847,AnnHarmon32,0,1,1,0.0,1.0,1.0,0
26848,WilsonR19294613,1,1,2,1.0,1.0,2.0,0
26849,riachuelosur,1,1,2,1.0,1.0,2.0,0
26850,CCBDover,0,1,1,0.0,1.0,1.0,0
26851,HablemosCentral,1,4,5,1.0,4.0,5.0,0
26852,Alma_TroncosO,1,0,1,1.0,0.0,1.0,0
26853,simirzzais,1,1,2,1.0,1.0,2.0,0
26854,caritomsosa,0,1,1,0.0,1.0,1.0,0
26855,23_freckles,1,0,1,1.0,0.0,1.0,0
26856,07mike,1,2,3,1.0,2.0,3.0,0
26857,FRenovadorpilar,5,3,8,5.0,4.0,9.0,147
26858,2014Celes,0,1,1,0.0,1.0,1.0,0
26859,migsor8,0,1,1,0.0,1.0,1.0,0
26860,LeandroDespouy,6,12,18,6.0,12.0,18.0,173
26861,flaaavialara24,0,1,1,0.0,1.0,1.0,0
26862,norskjenta1948,0,1,1,0.0,1.0,1.0,0
26863,encuesta201,1,1,2,1.0,1.0,2.0,0
26864,Yazgomez_,1,0,1,1.0,0.0,1.0,0
26865,DeShaunArtis,0,1,1,0.0,1.0,1.0,0
26866,Lucaaas_10,0,1,1,0.0,1.0,1.0,0
26867,jeffiesteiner11,1,4,5,1.0,4.0,5.0,0
26868,MaximaOcampos,0,1,1,0.0,1.0,1.0,0
26869,GriecoMaru,0,1,1,0.0,1.0,1.0,0
26870,Camiroldan123,0,2,2,0.0,2.0,2.0,0
26871,RudmannMirta,1,8,9,1.0,12.0,13.0,131
26872,CesarValicenti,0,1,1,0.0,1.0,1.0,0
26873,quemerodelsurok,2,3,5,3.0,5.0,8.0,0
26874,Halcon1988,1,0,1,1.0,0.0,1.0,0
26875,Cony4chi,0,3,3,0.0,3.0,3.0,0
26876,UNHumanRights,0,1,1,0.0,1.0,1.0,0
26877,nkreplak,3,5,8,3.0,5.0,8.0,91
26878,JuanCanuti,0,1,1,0.0,1.0,1.0,0
26879,sassybugaboo,1,0,1,1.0,0.0,1.0,0
26880,ahumada_tova,1,4,5,1.0,4.0,5.0,0
26881,Viircab,0,1,1,0.0,1.0,1.0,0
26882,carloswaite,2,2,4,2.0,2.0,4.0,0
26883,CarlaGzelle,1,0,1,1.0,0.0,1.0,0
26884,katmbau,1,0,1,1.0,0.0,1.0,0
26885,intuitivepiper,1,0,1,1.0,0.0,1.0,0
26886,tjk_photography,1,0,1,1.0,0.0,1.0,0
26887,GuillermoPrein,2,3,5,3.0,3.0,6.0,0
26888,CandeeCarro,0,1,1,0.0,1.0,1.0,0
26889,Andrea091524,1,0,1,1.0,0.0,1.0,0
26890,lauumendez14,1,1,2,1.0,1.0,2.0,0
26891,FueguinoOk,1,0,1,1.0,0.0,1.0,0
26892,Axeel_Nicolas,0,1,1,0.0,1.0,1.0,0
26893,64Danielramirez,0,1,1,0.0,1.0,1.0,0
26894,FRPrensa,1,2,3,1.0,3.0,4.0,0
26895,mdmoody_,1,0,1,1.0,0.0,1.0,0
26896,adiospipino,0,4,4,0.0,4.0,4.0,0
26897,Ruusaperez,1,0,1,1.0,0.0,1.0,0
26898,cucki_cai,0,1,1,0.0,2.0,2.0,0
26899,TSwiftARG,14,20,34,14.0,20.0,34.0,91
26900,RepJeffDuncan,1,1,2,1.0,1.0,2.0,0
26901,faacundov,1,1,2,1.0,2.0,3.0,0
26902,eltonoco,1,0,1,1.0,0.0,1.0,0
26903,enrique_altami,12,10,22,14.0,12.0,26.0,131
26904,SofiUndomiel,0,2,2,0.0,2.0,2.0,0
26905,LaLongoria,0,1,1,0.0,1.0,1.0,0
26906,Silvina42269365,0,1,1,0.0,1.0,1.0,0
26907,valeriaelenasa,0,1,1,0.0,1.0,1.0,0
26908,Millaaguzman1,1,0,1,1.0,0.0,1.0,0
26909,marianaborgogno,1,0,1,1.0,0.0,1.0,0
26910,Centralalaire,2,5,7,2.0,5.0,7.0,94
26911,Normabf,2,2,4,2.0,2.0,4.0,0
26912,larupintos,1,0,1,1.0,0.0,1.0,0
26913,neyenavila,0,1,1,0.0,1.0,1.0,0
26914,alejolombardi1,0,1,1,0.0,1.0,1.0,0
26915,Seba_Diaaz,0,1,1,0.0,1.0,1.0,0
26916,Gabi_Marietta,0,2,2,0.0,2.0,2.0,0
26917,Ivoerbetta,1,0,1,1.0,0.0,1.0,0
26918,VanePasik,1,0,1,1.0,0.0,1.0,0
26919,glitterserratos,0,2,2,0.0,2.0,2.0,0
26920,Mariana_Leiros,3,6,9,3.0,7.0,10.0,91
26921,MV_Acosta,1,0,1,1.0,0.0,1.0,0
26922,Macaverdelata,1,0,1,1.0,0.0,1.0,0
26923,Kris_Dalto,1,1,2,1.0,1.0,2.0,0
26924,UshuaiaMarisa,1,1,2,1.0,1.0,2.0,0
26925,CourtLMc,1,0,1,1.0,0.0,1.0,0
26926,bnoecoll,2,6,8,2.0,6.0,8.0,173
26927,AndreaGaytan4,0,1,1,0.0,1.0,1.0,0
26928,MicaBarreraOk,1,0,1,1.0,0.0,1.0,0
26929,vsant7,0,1,1,0.0,1.0,1.0,0
26930,maropf,0,1,1,0.0,1.0,1.0,0
26931,SantinoGiuliana,0,1,1,0.0,1.0,1.0,0
26932,MaxiPerez014,3,3,6,3.0,3.0,6.0,0
26933,ignacio_juncal,1,0,1,1.0,0.0,1.0,0
26934,CandeeJunges,0,1,1,0.0,1.0,1.0,0
26935,arecrosario,2,2,4,3.0,3.0,6.0,0
26936,nicolovaisa,1,3,4,1.0,4.0,5.0,0
26937,xLuMaurox,0,1,1,0.0,1.0,1.0,0
26938,HectorDSaga,0,1,1,0.0,1.0,1.0,0
26939,SirZikoStark,0,1,1,0.0,1.0,1.0,0
26940,Blessy_xo,1,0,1,1.0,0.0,1.0,0
26941,LuciaGerson1,0,1,1,0.0,1.0,1.0,0
26942,silpetrecca,2,3,5,2.0,3.0,5.0,0
26943,theTonyGee,0,1,1,0.0,1.0,1.0,0
26944,iMickaCarp,0,1,1,0.0,1.0,1.0,0
26945,MoraOk3,1,0,1,1.0,0.0,1.0,0
26946,belenramirez07,1,1,2,1.0,1.0,2.0,0
26947,KatheEllero,0,3,3,0.0,3.0,3.0,0
26948,Natalia_QAC,0,1,1,0.0,1.0,1.0,0
26949,AzzaritaManuel,0,1,1,0.0,1.0,1.0,0
26950,chester55555555,0,4,4,0.0,10.0,10.0,0
26951,Nellyjote,1,1,2,2.0,1.0,3.0,0
26952,anaquartucci,1,0,1,1.0,0.0,1.0,0
26953,jjvalle56,1,1,2,2.0,1.0,3.0,0
26954,reddanny,15,21,36,19.0,21.0,40.0,91
26955,subeag,2,1,3,2.0,1.0,3.0,0
26956,CoPoFe_Ch,14,17,31,21.0,21.0,42.0,82
26957,Dbuscaldi40,1,0,1,1.0,0.0,1.0,0
26958,MatiasLNKalbrow,0,2,2,0.0,2.0,2.0,0
26959,fetracoopfeder1,0,1,1,0.0,1.0,1.0,0
26960,eze_zema10,1,0,1,1.0,0.0,1.0,0
26961,Volpezcarlos,0,1,1,0.0,1.0,1.0,0
26962,Grandmommy50,2,0,2,2.0,0.0,2.0,0
26963,candidamujica,1,2,3,1.0,2.0,3.0,0
26964,MPajarola,0,1,1,0.0,1.0,1.0,0
26965,martinacabj24,1,0,1,1.0,0.0,1.0,0
26966,hijos_capital,17,24,41,21.0,27.0,48.0,91
26967,meyscapola,6,13,19,6.0,13.0,19.0,91
26968,AlvarengaPau,0,1,1,0.0,1.0,1.0,0
26969,Yaninavarro12,0,1,1,0.0,1.0,1.0,0
26970,naptimeshawty,0,1,1,0.0,1.0,1.0,0
26971,mrduranch,0,1,1,0.0,1.0,1.0,0
26972,mariagu08,0,1,1,0.0,1.0,1.0,0
26973,notapplegreen,0,1,1,0.0,1.0,1.0,0
26974,augustolarag,0,1,1,0.0,1.0,1.0,0
26975,tatyto95,1,0,1,1.0,0.0,1.0,0
26976,lukaalosi55,0,1,1,0.0,1.0,1.0,0
26977,abrillousa,0,1,1,0.0,1.0,1.0,0
26978,ursues,2,5,7,2.0,5.0,7.0,91
26979,nicolastauber,3,2,5,3.0,2.0,5.0,0
26980,paganojoven,0,1,1,0.0,1.0,1.0,0
26981,_redonditos,0,1,1,0.0,1.0,1.0,0
26982,anadelchaco,1,0,1,1.0,0.0,1.0,0
26983,AleLorden,0,1,1,0.0,1.0,1.0,0
26984,BarkiRomina,0,1,1,0.0,1.0,1.0,0
26985,Seezethemeenz,0,1,1,0.0,1.0,1.0,0
26986,FloorPetetta,1,0,1,1.0,0.0,1.0,0
26987,diekurz,5,3,8,5.0,3.0,8.0,95
26988,valealsina,2,1,3,2.0,1.0,3.0,0
26989,Vergara_Sol,1,1,2,1.0,1.0,2.0,0
26990,conderrari150,4,10,14,5.0,12.0,17.0,91
26991,FTucznio,1,0,1,1.0,0.0,1.0,0
26992,romerotfj,0,2,2,0.0,2.0,2.0,0
26993,cachetitxs,0,1,1,0.0,1.0,1.0,0
26994,juansalvadorgav,1,2,3,1.0,3.0,4.0,0
26995,nikgan23,0,1,1,0.0,1.0,1.0,0
26996,meryvilla75,1,1,2,1.0,1.0,2.0,0
26997,Martinjavier05,1,0,1,1.0,0.0,1.0,0
26998,aleracing_10,0,1,1,0.0,1.0,1.0,0
26999,VzlaAutonoma,0,1,1,0.0,1.0,1.0,0
27000,daamian_gomez,0,1,1,0.0,1.0,1.0,0
27001,ingdoco1,2,7,9,2.0,8.0,10.0,131
27002,698pilar,0,1,1,0.0,1.0,1.0,0
27003,yoni_q,2,2,4,3.0,2.0,5.0,0
27004,jfranbermejo,1,0,1,1.0,0.0,1.0,0
27005,nanaware1,1,0,1,1.0,0.0,1.0,0
27006,CoachGibson5,0,1,1,0.0,1.0,1.0,0
27007,Solo__Ana__,1,1,2,1.0,1.0,2.0,0
27008,MAYRAG05,0,1,1,0.0,1.0,1.0,0
27009,Ariguslop,0,2,2,0.0,2.0,2.0,0
27010,ChristinaRealNJ,0,1,1,0.0,1.0,1.0,0
27011,marcelodiazmdp,0,2,2,0.0,2.0,2.0,0
27012,albertopmendez,0,3,3,0.0,3.0,3.0,0
27013,marinitalam,1,1,2,1.0,1.0,2.0,0
27014,DavhoPldal,0,1,1,0.0,1.0,1.0,0
27015,NicolasDoval,25,48,73,25.0,48.0,73.0,3
27016,ViewpointsArg,0,1,1,0.0,1.0,1.0,0
27017,VaalenAcosta,0,1,1,0.0,1.0,1.0,0
27018,Hanfruc,1,0,1,1.0,0.0,1.0,0
27019,victorm_mercado,1,1,2,1.0,1.0,2.0,0
27020,veolamiller2501,1,4,5,1.0,4.0,5.0,0
27021,RocioTulli,0,1,1,0.0,1.0,1.0,0
27022,mandril88_,5,2,7,6.0,2.0,8.0,3
27023,R_tobias9,0,1,1,0.0,1.0,1.0,0
27024,hernitanio,0,1,1,0.0,1.0,1.0,0
27025,WilliamPalomin6,4,2,6,4.0,3.0,7.0,0
27026,iampawan20,1,0,1,1.0,0.0,1.0,0
27027,Soff_Coria,1,1,2,1.0,1.0,2.0,0
27028,RETWTEAM,1,0,1,3.0,0.0,3.0,0
27029,RepLaMalfa,0,1,1,0.0,1.0,1.0,0
27030,Tototesoriere,0,1,1,0.0,1.0,1.0,0
27031,MarshallPlumme6,1,0,1,1.0,0.0,1.0,0
27032,claudiamiles,1,0,1,1.0,0.0,1.0,0
27033,julianbarros1,0,1,1,0.0,1.0,1.0,0
27034,VanessaParenti,0,2,2,0.0,2.0,2.0,0
27035,brenhour,1,0,1,1.0,0.0,1.0,0
27036,marialujanrodri,0,3,3,0.0,3.0,3.0,0
27037,enrique_giorno,0,1,1,0.0,1.0,1.0,0
27038,REYTANACO,2,2,4,2.0,2.0,4.0,0
27039,yuasa25012,1,0,1,1.0,0.0,1.0,0
27040,paulatorres_mm,1,1,2,1.0,1.0,2.0,0
27041,hecatehelp,1,0,1,1.0,0.0,1.0,0
27042,Fran_Rigante,1,0,1,1.0,0.0,1.0,0
27043,JulianSaracho77,2,2,4,2.0,2.0,4.0,0
27044,ValeeRusso,1,2,3,1.0,2.0,3.0,0
27045,gracielamorena,2,9,11,2.0,9.0,11.0,131
27046,roygbiv2015,0,1,1,0.0,1.0,1.0,0
27047,valengorosito5,0,1,1,0.0,1.0,1.0,0
27048,rxvolucion,3,3,6,3.0,3.0,6.0,0
27049,_ari_rodriguez,0,1,1,0.0,1.0,1.0,0
27050,Luz_Nerea,0,1,1,0.0,1.0,1.0,0
27051,dubbyhernandez,0,1,1,0.0,1.0,1.0,0
27052,pajaroeb,4,0,4,4.0,0.0,4.0,0
27053,Gomudis,1,1,2,2.0,1.0,3.0,0
27054,patriciaw108,2,3,5,2.0,3.0,5.0,0
27055,Vi_Salafia,0,1,1,0.0,1.0,1.0,0
27056,Leonelapicco1,0,1,1,0.0,1.0,1.0,0
27057,MadPolitics,0,1,1,0.0,1.0,1.0,0
27058,JuliannFrancoo,0,1,1,0.0,1.0,1.0,0
27059,RodriiAzulgrana,0,1,1,0.0,1.0,1.0,0
27060,RiboneLucre,1,0,1,1.0,0.0,1.0,0
27061,pyxislou,1,0,1,1.0,0.0,1.0,0
27062,emiquinteros11,0,1,1,0.0,1.0,1.0,0
27063,nazareno_roman,0,1,1,0.0,1.0,1.0,0
27064,matutu2,0,1,1,0.0,1.0,1.0,0
27065,LulSuarez8,1,0,1,1.0,0.0,1.0,0
27066,lucigcs_lucas,3,9,12,3.0,15.0,18.0,131
27067,Jessica_Urrutia,0,2,2,0.0,2.0,2.0,0
27068,LilaWar1,0,1,1,0.0,1.0,1.0,0
27069,lady0confused,0,1,1,0.0,1.0,1.0,0
27070,jaritzy777,0,1,1,0.0,1.0,1.0,0
27071,micaa_lr,0,1,1,0.0,1.0,1.0,0
27072,chendoregueiro,1,0,1,1.0,0.0,1.0,0
27073,AVM76,1,0,1,1.0,0.0,1.0,0
27074,bombaperonista,2,0,2,2.0,0.0,2.0,0
27075,oky13o,0,1,1,0.0,1.0,1.0,0
27076,mistertwingo,0,1,1,0.0,1.0,1.0,0
27077,lowercasetype,1,0,1,1.0,0.0,1.0,0
27078,daniarcu,0,1,1,0.0,1.0,1.0,0
27079,GuamutasRamon,1,0,1,1.0,0.0,1.0,0
27080,stephen_jurz,0,1,1,0.0,1.0,1.0,0
27081,JAVIERFERRETTI,3,1,4,3.0,1.0,4.0,0
27082,mauricioalvez,2,6,8,2.0,6.0,8.0,18
27083,doncy65,0,1,1,0.0,1.0,1.0,0
27084,MateOrtiz14,1,5,6,1.0,5.0,6.0,0
27085,Leo_Ortolani,0,1,1,0.0,1.0,1.0,0
27086,cinthiabustos7,1,0,1,1.0,0.0,1.0,0
27087,NatyCaro80,1,1,2,1.0,1.0,2.0,0
27088,Caccia741,1,1,2,3.0,1.0,4.0,0
27089,lennywaters,1,1,2,1.0,1.0,2.0,0
27090,PaulDaiker,0,1,1,0.0,1.0,1.0,0
27091,CamiiPiinzon,0,1,1,0.0,1.0,1.0,0
27092,latin_king67,1,1,2,1.0,2.0,3.0,0
27093,_natiromero,0,1,1,0.0,1.0,1.0,0
27094,PerezMayAndrea,0,2,2,0.0,2.0,2.0,0
27095,DebbieT04636013,0,1,1,0.0,1.0,1.0,0
27096,EmiliaaBlanc,0,1,1,0.0,1.0,1.0,0
27097,PaauliOjeda,1,0,1,1.0,0.0,1.0,0
27098,BiaanPalumbOK,0,1,1,0.0,1.0,1.0,0
27099,claudiodfernan2,1,1,2,1.0,1.0,2.0,0
27100,MarceloFigueras,0,1,1,0.0,1.0,1.0,0
27101,psirven,0,2,2,0.0,2.0,2.0,0
27102,nsmedel12,1,0,1,1.0,0.0,1.0,0
27103,vl_marce,6,9,15,11.0,11.0,22.0,131
27104,Melanieawol21,0,1,1,0.0,1.0,1.0,0
27105,KosMariana,2,2,4,2.0,2.0,4.0,0
27106,argwines,6,2,8,7.0,2.0,9.0,131
27107,AleeAlfaro13,0,1,1,0.0,1.0,1.0,0
27108,EduardLovera,0,1,1,0.0,1.0,1.0,0
27109,BlasLuque,0,1,1,0.0,1.0,1.0,0
27110,mccortesi1,1,1,2,1.0,1.0,2.0,0
